#delimieter: ,
#columns:type,person1,person2,forum,forum_event,publication,topic,date,lat,lon
#types:STRING,UINT,UINT,UINT,UINT,UINT,UINT,USDATE,DOUBLE,DOUBLE
Person,840842717437132716,,,,,,,,
Person,1226446476710086318,,,,,,,,
Person,247066109646590251,,,,,,,,
Person,1615615279821621325,,,,,,,,
Person,819004087096530443,,,,,,,,
Person,633515925343747323,,,,,,,,
Person,804286607972628312,,,,,,,,
Person,1519318638635141127,,,,,,,,
Person,410426380403322745,,,,,,,,
Person,1585793969308412854,,,,,,,,
Person,526304663284542013,,,,,,,,
Person,162260461859116425,,,,,,,,
Person,1200952049133320593,,,,,,,,
Person,164223928024523523,,,,,,,,
Person,930304583294562558,,,,,,,,
Person,1155445945278109527,,,,,,,,
Person,65473221213908170,,,,,,,,
Person,201042010531138106,,,,,,,,
Person,1531066523249547901,,,,,,,,
Person,1582638249512003362,,,,,,,,
Person,1634332386321775056,,,,,,,,
Person,1447643143118374083,,,,,,,,
Person,641690488179064962,,,,,,,,
Person,954414350048497524,,,,,,,,
Person,1256435456417564646,,,,,,,,
Person,806528639602022307,,,,,,,,
Person,1223685873512122360,,,,,,,,
Person,811241241054119084,,,,,,,,
Person,614912981344265331,,,,,,,,
Person,1421791604114654163,,,,,,,,
Person,1356105416262674115,,,,,,,,
Person,1553331428096468352,,,,,,,,
Person,614163446316326424,,,,,,,,
Person,1025033736052042522,,,,,,,,
Person,1052427607372730546,,,,,,,,
Person,303843952141616925,,,,,,,,
Person,460453055323511113,,,,,,,,
Person,413235541345215627,,,,,,,,
Person,129116709783572035,,,,,,,,
Person,261313311683275981,,,,,,,,
Person,1055431307981104234,,,,,,,,
Person,1255576263537396284,,,,,,,,
Person,1136213680610326186,,,,,,,,
Person,656531209733808324,,,,,,,,
Person,1252923538338003180,,,,,,,,
Person,685122642501908123,,,,,,,,
Person,553823614740848581,,,,,,,,
Person,128493702396547557,,,,,,,,
Person,116443818209714364,,,,,,,,
Person,111730307198573603,,,,,,,,
Person,586637524781097542,,,,,,,,
Person,1025894565520431021,,,,,,,,
Person,1352311592833132261,,,,,,,,
Person,310759425255273612,,,,,,,,
Person,861142684443050553,,,,,,,,
Person,612167024550086001,,,,,,,,
Person,755341326410811388,,,,,,,,
Person,1261423205406389231,,,,,,,,
Person,751874423143353562,,,,,,,,
Person,831584405198120214,,,,,,,,
Person,1022315413305714017,,,,,,,,
Person,765567467701281645,,,,,,,,
Person,163912223055743516,,,,,,,,
Person,630135483465437457,,,,,,,,
Person,1062235607843332415,,,,,,,,
Person,938763409969553600,,,,,,,,
Person,414014210862751083,,,,,,,,
Person,873873195356034961,,,,,,,,
Person,1124901516125352043,,,,,,,,
Person,1399142233423915812,,,,,,,,
Person,1645545738404414308,,,,,,,,
Person,1284404239468278565,,,,,,,,
Person,462274033414311601,,,,,,,,
Person,567537233536426130,,,,,,,,
Person,1303063465617451314,,,,,,,,
Person,1206386042345146125,,,,,,,,
Person,260170344447173100,,,,,,,,
Person,723355831230650402,,,,,,,,
Person,445956311484501661,,,,,,,,
Person,1652380722239254235,,,,,,,,
Person,807707841071234332,,,,,,,,
Person,1529602583445542050,,,,,,,,
Person,1232530244232426222,,,,,,,,
Person,1146311802324462379,,,,,,,,
Person,115516144376609533,,,,,,,,
Person,1492314545252281295,,,,,,,,
Person,1455435383203524511,,,,,,,,
Person,577710252293432772,,,,,,,,
Person,906191695962904301,,,,,,,,
Person,1392015591418854275,,,,,,,,
Person,685565410278325429,,,,,,,,
Person,1400902948450563930,,,,,,,,
Person,363443533312482252,,,,,,,,
Person,345012795659556453,,,,,,,,
Person,845250475313333429,,,,,,,,
Person,1381359054591452534,,,,,,,,
Person,1650291040100271658,,,,,,,,
Person,1530611718583935337,,,,,,,,
Person,213015500531252410,,,,,,,,
Person,215039583018351019,,,,,,,,
Person,837666739238881624,,,,,,,,
Person,434215246098136611,,,,,,,,
Person,161361695422231921,,,,,,,,
Person,519052839083686528,,,,,,,,
Person,455123341404170142,,,,,,,,
Person,425165804112225381,,,,,,,,
Person,1539917942206611958,,,,,,,,
Person,912024305201687420,,,,,,,,
Person,24363212181962121,,,,,,,,
Person,880228126730354348,,,,,,,,
Person,389425440435062053,,,,,,,,
Person,855595832505130835,,,,,,,,
Person,293221152972844353,,,,,,,,
Person,504344234004621986,,,,,,,,
Person,403475489362752221,,,,,,,,
Person,1144715045043312810,,,,,,,,
Person,103079429412310249,,,,,,,,
Person,436530552459281503,,,,,,,,
Person,1183047516417303530,,,,,,,,
Person,364206120149728814,,,,,,,,
Person,273814372202324565,,,,,,,,
Person,1336492107264459342,,,,,,,,
Person,1157046993035291807,,,,,,,,
Person,253640647290976602,,,,,,,,
Person,364859118531151359,,,,,,,,
Person,1434267326976288419,,,,,,,,
Person,1174015241360215791,,,,,,,,
Person,515352334327140214,,,,,,,,
Person,1037943133645446045,,,,,,,,
Person,1180627520360342011,,,,,,,,
Person,865586658211539176,,,,,,,,
Person,501336681763222172,,,,,,,,
Person,1082636162566634340,,,,,,,,
Person,1446320840450975365,,,,,,,,
Person,130453956789532379,,,,,,,,
Person,301320840129513319,,,,,,,,
Person,155551505730224172,,,,,,,,
Person,1531668330477520285,,,,,,,,
Person,713211142217329519,,,,,,,,
Person,263204454587771422,,,,,,,,
Person,812363802632143446,,,,,,,,
Person,900345625024521072,,,,,,,,
Person,1125530729405825223,,,,,,,,
Person,226638808352660401,,,,,,,,
Person,1285534228352088014,,,,,,,,
Person,1553616456016330824,,,,,,,,
Person,913319023252226291,,,,,,,,
Person,126262200367320617,,,,,,,,
Person,632174393842608782,,,,,,,,
Person,1244032650427748631,,,,,,,,
Person,912216804043154163,,,,,,,,
Person,721193523014611521,,,,,,,,
Person,389125817473837039,,,,,,,,
Person,283295203118243349,,,,,,,,
Person,1030457813061167063,,,,,,,,
Person,213192302286313735,,,,,,,,
Person,1573410297200120847,,,,,,,,
Person,1125400842323540075,,,,,,,,
Person,1062117455920066317,,,,,,,,
Person,8071807732132756,,,,,,,,
Person,52152550103042008,,,,,,,,
Person,1112136169526224297,,,,,,,,
Person,1457444950553403913,,,,,,,,
Person,156433691182724762,,,,,,,,
Person,343645360946812289,,,,,,,,
Person,1082408825614206838,,,,,,,,
Person,922534133354116334,,,,,,,,
Person,1344720817323074352,,,,,,,,
Person,215350562848033735,,,,,,,,
Person,1400553731665025889,,,,,,,,
Person,198655422434164506,,,,,,,,
Person,1402244184427598365,,,,,,,,
Person,1420443556065171545,,,,,,,,
Person,1164011215293123080,,,,,,,,
Person,405220254000754235,,,,,,,,
Person,1394644351494477231,,,,,,,,
Person,529555249494485647,,,,,,,,
Person,942325683064530057,,,,,,,,
Person,1218248258748349000,,,,,,,,
Person,1497764100451000011,,,,,,,,
Person,243444111588122513,,,,,,,,
Person,884355231152743150,,,,,,,,
Person,958849952472512456,,,,,,,,
Person,331007833109651212,,,,,,,,
Person,1344203294576500109,,,,,,,,
Person,810229840117561756,,,,,,,,
Person,663786639220504415,,,,,,,,
Person,632372383937584353,,,,,,,,
Person,167083173316701461,,,,,,,,
Person,945262281636152767,,,,,,,,
Person,1044240921452034281,,,,,,,,
Person,1330524655279964149,,,,,,,,
Person,212002047090546013,,,,,,,,
Person,854235934009312541,,,,,,,,
Person,461450122320615865,,,,,,,,
Person,1259984161503474272,,,,,,,,
Person,557274934356230152,,,,,,,,
Person,634413247512443314,,,,,,,,
Person,459331899735714480,,,,,,,,
Person,458564993587965007,,,,,,,,
Person,917660501243021590,,,,,,,,
Person,342600934457510169,,,,,,,,
Person,785917137960738415,,,,,,,,
Person,446017724154079354,,,,,,,,
Person,1334105124652360743,,,,,,,,
Person,890241171530713544,,,,,,,,
Person,47522132540343102,,,,,,,,
Person,282172491954075039,,,,,,,,
Person,1410423684839506442,,,,,,,,
Person,247407482824640011,,,,,,,,
Person,331901008610332484,,,,,,,,
Person,944036204485265985,,,,,,,,
Person,761513458934948873,,,,,,,,
Person,47529790654071652,,,,,,,,
Person,905485300217989154,,,,,,,,
Person,542751520501043382,,,,,,,,
Person,1508562044924029189,,,,,,,,
Person,1046326449518531967,,,,,,,,
Person,1553165001542445620,,,,,,,,
Person,1438033455154967288,,,,,,,,
Person,289514504254611250,,,,,,,,
Person,1534099934561730310,,,,,,,,
Person,296243486625315441,,,,,,,,
Person,1141375140375312510,,,,,,,,
Person,990845401100092990,,,,,,,,
Person,1142836184456428392,,,,,,,,
Person,846817460351376172,,,,,,,,
Person,905819472314476314,,,,,,,,
Person,522333364503306145,,,,,,,,
Person,428374479234435605,,,,,,,,
Person,1274511631795934390,,,,,,,,
Person,234566352312726424,,,,,,,,
Person,1031645419094329599,,,,,,,,
Person,1145417895224041307,,,,,,,,
Person,1111016424526522764,,,,,,,,
Person,1313308132442288233,,,,,,,,
Person,82549513851865859,,,,,,,,
Person,1429183765213112830,,,,,,,,
Person,1542843956190013240,,,,,,,,
Person,82825705801461144,,,,,,,,
Person,1042419225242329944,,,,,,,,
Person,997338240363303406,,,,,,,,
Person,184693594550626753,,,,,,,,
Person,530845034133224242,,,,,,,,
Person,1281164554338403314,,,,,,,,
Person,1194991295402170579,,,,,,,,
Person,631647539271437532,,,,,,,,
Person,1250159514533486209,,,,,,,,
Person,1227183381594221351,,,,,,,,
Person,1311174007029511773,,,,,,,,
Person,1430330753934034700,,,,,,,,
Person,581566477151316342,,,,,,,,
Person,424001157324961450,,,,,,,,
Person,140542067402745296,,,,,,,,
Person,653343404493021994,,,,,,,,
Person,1127484370939448460,,,,,,,,
Person,1405018624307734997,,,,,,,,
Person,1242346543729844971,,,,,,,,
Person,129224065979656638,,,,,,,,
Person,874453517516435086,,,,,,,,
Person,321219396441051362,,,,,,,,
Person,1490063554924243265,,,,,,,,
Person,1474827961286422055,,,,,,,,
Person,1077837718419422855,,,,,,,,
Person,1400938084983391631,,,,,,,,
Person,1571136160301022036,,,,,,,,
Person,161481512320286082,,,,,,,,
Person,415325023655325202,,,,,,,,
Person,1287908685210067520,,,,,,,,
Person,1376650979512512931,,,,,,,,
Person,901843752603447131,,,,,,,,
Person,1510610527809108961,,,,,,,,
Person,53159328498812578,,,,,,,,
Person,1293351380548305833,,,,,,,,
Person,1039110055420435522,,,,,,,,
Person,1592460937412306169,,,,,,,,
Person,1531059502867283496,,,,,,,,
Person,1002591349197932612,,,,,,,,
Person,1285355192281262514,,,,,,,,
Person,335052393084619154,,,,,,,,
Person,135311230621236724,,,,,,,,
Person,1453147367726343542,,,,,,,,
Person,1336503445460050251,,,,,,,,
Person,1323957438183086571,,,,,,,,
Person,1122454422854566410,,,,,,,,
Person,1292796283580977634,,,,,,,,
Person,316994329184228234,,,,,,,,
Person,1442704342592015468,,,,,,,,
Person,1371212376192235712,,,,,,,,
Person,89348321098211199,,,,,,,,
Person,1450859831955293866,,,,,,,,
Person,658389240133785918,,,,,,,,
Person,70698467485761424,,,,,,,,
Person,1153264552331987336,,,,,,,,
Person,385540013133581584,,,,,,,,
Person,233487004941410659,,,,,,,,
Person,139450602513776651,,,,,,,,
Person,1252717413663486921,,,,,,,,
Person,457715521212323804,,,,,,,,
Person,1183524044655302345,,,,,,,,
Person,531645160933447047,,,,,,,,
Person,822530835032045143,,,,,,,,
Person,1445232422067154542,,,,,,,,
Person,402221473641211507,,,,,,,,
Person,433388403133319924,,,,,,,,
Person,1415352642211807949,,,,,,,,
Person,1612230459960183099,,,,,,,,
Person,535124484852754324,,,,,,,,
Person,1155295242056165612,,,,,,,,
Person,1329103222506534259,,,,,,,,
Person,1396482096368046154,,,,,,,,
Person,145551134235481575,,,,,,,,
Person,1635764332055356645,,,,,,,,
Person,1232972744714528272,,,,,,,,
Person,335784249374081766,,,,,,,,
Person,913206147455592142,,,,,,,,
Person,1330632842890936162,,,,,,,,
Person,763105135544715855,,,,,,,,
Person,523453541021153503,,,,,,,,
Person,1287544550922030586,,,,,,,,
Person,1038284223769554532,,,,,,,,
Person,456392512064064103,,,,,,,,
Person,1555643227949586930,,,,,,,,
Person,420455031155423852,,,,,,,,
Person,1021011342515736407,,,,,,,,
Person,1473877722543024927,,,,,,,,
Person,1125520119881552513,,,,,,,,
Person,879912570819102562,,,,,,,,
Person,415061224371108629,,,,,,,,
Person,822593819334424475,,,,,,,,
Person,124254344232501412,,,,,,,,
Person,1408071063257542311,,,,,,,,
Person,440158122379446234,,,,,,,,
Person,811660534113655655,,,,,,,,
Person,424481227225529960,,,,,,,,
Person,1553651638284220275,,,,,,,,
Person,1233176497565165239,,,,,,,,
Person,1446025304135373472,,,,,,,,
Person,1294028531340655481,,,,,,,,
Person,766265610893823503,,,,,,,,
Person,1401867544066053083,,,,,,,,
Person,956135540796242232,,,,,,,,
Person,1156244616335634676,,,,,,,,
Person,1482622926199550520,,,,,,,,
Person,154270564457312494,,,,,,,,
Person,1095790793089650700,,,,,,,,
Person,611705151166454236,,,,,,,,
Person,1030416484157892821,,,,,,,,
Person,939710134461644585,,,,,,,,
Person,1162243298842264588,,,,,,,,
Person,1245243539423095991,,,,,,,,
Person,118528446327468593,,,,,,,,
Person,1218854712390086050,,,,,,,,
Person,733673000561573310,,,,,,,,
Person,925158103232942922,,,,,,,,
Person,360781275215127161,,,,,,,,
Person,123593470166632927,,,,,,,,
Person,161468142610023895,,,,,,,,
Person,645783623649235602,,,,,,,,
Person,73413121932045423,,,,,,,,
Person,1190111430195046523,,,,,,,,
Person,1410981128523474259,,,,,,,,
Person,1275248527025567042,,,,,,,,
Person,315105342904965332,,,,,,,,
Person,1144966054504130140,,,,,,,,
Person,660922008222350931,,,,,,,,
Person,528705284424100224,,,,,,,,
Person,1145908100710640812,,,,,,,,
Person,460992332116162436,,,,,,,,
Person,1303617295265494183,,,,,,,,
Person,1035307361834661312,,,,,,,,
Person,1214071835502188260,,,,,,,,
Person,1436363166565280301,,,,,,,,
Person,256322038998154821,,,,,,,,
Person,753315461429428167,,,,,,,,
Person,757633236137043904,,,,,,,,
Person,1023331224594275810,,,,,,,,
Person,1430545087441824081,,,,,,,,
Person,940419107293472628,,,,,,,,
Person,694958424158343240,,,,,,,,
Person,552495420600232372,,,,,,,,
Person,41254621071812832,,,,,,,,
Person,1462345533456412376,,,,,,,,
Person,836370106721520244,,,,,,,,
Person,730778843132634067,,,,,,,,
Person,225329455852323930,,,,,,,,
Person,1150650745607564365,,,,,,,,
Person,1078593228652659209,,,,,,,,
Person,1344645035808103961,,,,,,,,
Person,1098286202240464101,,,,,,,,
Person,321501951840032459,,,,,,,,
Person,314621453263551978,,,,,,,,
Person,1473518318226202017,,,,,,,,
Person,78550783155116235,,,,,,,,
Person,940014164269407303,,,,,,,,
Person,192364945323335597,,,,,,,,
Person,747551662524226659,,,,,,,,
Person,942020940011701013,,,,,,,,
Person,603877925743143014,,,,,,,,
Person,331033189121040097,,,,,,,,
Person,1514216911963338322,,,,,,,,
Person,1049641564242585914,,,,,,,,
Person,1400923156716659862,,,,,,,,
Person,1234750025923822911,,,,,,,,
Person,1565464011274158902,,,,,,,,
Person,424313600798596215,,,,,,,,
Person,647270549523392163,,,,,,,,
Person,254655301491138647,,,,,,,,
Person,205544462254960304,,,,,,,,
Person,1596326232619713471,,,,,,,,
Person,1147637111084451731,,,,,,,,
Person,732963217183664341,,,,,,,,
Person,907049136912435910,,,,,,,,
Person,646122531356495910,,,,,,,,
Person,93525448102522722,,,,,,,,
Person,448305392044023303,,,,,,,,
Person,545859694389293580,,,,,,,,
Person,902379497266139410,,,,,,,,
Person,112006505903314104,,,,,,,,
Person,715515259841140345,,,,,,,,
Person,1364248406241997994,,,,,,,,
Person,804164271149216126,,,,,,,,
Person,788553545210146312,,,,,,,,
Person,733151403444330800,,,,,,,,
Person,252244347159136513,,,,,,,,
Person,1455336124403035405,,,,,,,,
Person,335928046863249437,,,,,,,,
Person,271174071153220631,,,,,,,,
Person,420793698108256550,,,,,,,,
Person,543665444262441150,,,,,,,,
Person,1064001164211228201,,,,,,,,
Person,1129356320520210462,,,,,,,,
Person,1460752194615647641,,,,,,,,
Person,86430356971935313,,,,,,,,
Person,46255951058369213,,,,,,,,
Person,1580224144031064326,,,,,,,,
Person,960213294563833195,,,,,,,,
Person,215485166654088955,,,,,,,,
Person,125051442231357205,,,,,,,,
Person,188312204622107447,,,,,,,,
Person,1345590046425359346,,,,,,,,
Person,508197851725724003,,,,,,,,
Person,532192228858321423,,,,,,,,
Person,1561162410661885002,,,,,,,,
Person,78200203801851536,,,,,,,,
Person,437274037087966234,,,,,,,,
Person,450750484050143587,,,,,,,,
Person,532245242560801631,,,,,,,,
Person,1461122721154492531,,,,,,,,
Person,1351932242401493425,,,,,,,,
Person,964545190164219998,,,,,,,,
Person,1114525173501491337,,,,,,,,
Person,339154440020142158,,,,,,,,
Person,1143533363141001336,,,,,,,,
Person,618339350490134205,,,,,,,,
Person,301539470142073486,,,,,,,,
Person,150345990259406692,,,,,,,,
Person,1448206229478150720,,,,,,,,
Person,656171721616253514,,,,,,,,
Person,564410623458303090,,,,,,,,
Person,1445317271190133407,,,,,,,,
Person,612262242191532424,,,,,,,,
Person,300232552802332725,,,,,,,,
Person,548028385203353229,,,,,,,,
Person,721958021565955360,,,,,,,,
Person,1577188338565586923,,,,,,,,
Person,1565418548082541621,,,,,,,,
Person,453202263226482849,,,,,,,,
Person,341333342104551332,,,,,,,,
Person,536502842925642530,,,,,,,,
Person,350532092006659903,,,,,,,,
Person,290104543379615468,,,,,,,,
Person,11557030175240264,,,,,,,,
Person,1157375171882755064,,,,,,,,
Person,1621698584213260477,,,,,,,,
Person,1403672233147672357,,,,,,,,
Person,1141615081237555355,,,,,,,,
Person,414155953499212362,,,,,,,,
Person,1240309331529315211,,,,,,,,
Person,1137846093435449293,,,,,,,,
Person,805324221035126183,,,,,,,,
Person,1312445480443123522,,,,,,,,
Person,1042239649232534295,,,,,,,,
Person,410256447172605863,,,,,,,,
Person,1371426402661462943,,,,,,,,
Person,1250741131141310015,,,,,,,,
Person,1443758161044304249,,,,,,,,
Person,1037078316674702354,,,,,,,,
Person,1394107356159150004,,,,,,,,
Person,283921130874690624,,,,,,,,
Person,617339511283514328,,,,,,,,
Person,364360172933615404,,,,,,,,
Person,1506161839312247012,,,,,,,,
Person,152327750415754604,,,,,,,,
Person,503480792105329120,,,,,,,,
Person,1426564279309078387,,,,,,,,
Person,306430442316973014,,,,,,,,
Person,105612055068113952,,,,,,,,
Person,840295541528235831,,,,,,,,
Person,26343384505343707,,,,,,,,
Person,1253059210683711633,,,,,,,,
Person,601082151152084953,,,,,,,,
Person,1492065052088294382,,,,,,,,
Person,1354510037651963157,,,,,,,,
Person,989633958251733442,,,,,,,,
Person,1524488727534316460,,,,,,,,
Person,283447814859540941,,,,,,,,
Person,1252686589740256496,,,,,,,,
Person,455938926537460573,,,,,,,,
Person,1089447186354072361,,,,,,,,
Person,1132832121253924365,,,,,,,,
Person,1428524184394216118,,,,,,,,
Person,1128507224634638833,,,,,,,,
Person,914477522521454433,,,,,,,,
Person,301483255255344614,,,,,,,,
Person,1581305739011313361,,,,,,,,
Person,884415246256461620,,,,,,,,
Person,439423551316202921,,,,,,,,
Person,1325532450325134410,,,,,,,,
Person,1554129533431966315,,,,,,,,
Person,1553151625186426530,,,,,,,,
Person,913409693330110794,,,,,,,,
Person,1195077886605572764,,,,,,,,
Person,1427320061918136528,,,,,,,,
Person,1382610325182597049,,,,,,,,
Person,681844783063463293,,,,,,,,
Person,36252653165124601,,,,,,,,
Person,552443141916413918,,,,,,,,
Person,984632830454229515,,,,,,,,
Person,575052337333650463,,,,,,,,
Person,340841696109013510,,,,,,,,
Person,979994719330324525,,,,,,,,
Person,1421564597245261485,,,,,,,,
Person,924324144536202123,,,,,,,,
Person,66421153763653529,,,,,,,,
Person,1032250853462505228,,,,,,,,
Person,543351258027253576,,,,,,,,
Person,1243338623944211112,,,,,,,,
Person,87644631726396243,,,,,,,,
Person,1616009622336268458,,,,,,,,
Person,233550845252016020,,,,,,,,
Person,1470298314454670574,,,,,,,,
Person,1357121900828541508,,,,,,,,
Person,1343743367573571570,,,,,,,,
Person,924430333404963635,,,,,,,,
Person,177376534587658312,,,,,,,,
Person,767231100450161314,,,,,,,,
Person,815069050042960224,,,,,,,,
Person,1497597041235742699,,,,,,,,
Person,1649644858944245246,,,,,,,,
Person,235096489326533810,,,,,,,,
Person,1168982681424235505,,,,,,,,
Person,876544102146233815,,,,,,,,
Person,163555363075944549,,,,,,,,
Person,1261863589000434113,,,,,,,,
Person,1270113769432725142,,,,,,,,
Person,1095072422025160203,,,,,,,,
Person,345491650452604052,,,,,,,,
Person,283471112308104040,,,,,,,,
Person,1285823338013499059,,,,,,,,
Person,373427786655611319,,,,,,,,
Person,1314623444015533089,,,,,,,,
Person,365744520277131009,,,,,,,,
Person,1455208492358587423,,,,,,,,
Person,1454438352249553265,,,,,,,,
Person,920761727004171366,,,,,,,,
Person,505306893540410663,,,,,,,,
Person,1295740434559263092,,,,,,,,
Person,196909165222625424,,,,,,,,
Person,134311603541619037,,,,,,,,
Person,610767758218446402,,,,,,,,
Person,306206483553325648,,,,,,,,
Person,749249412242174533,,,,,,,,
Person,144310404219824849,,,,,,,,
Person,1345518552045203256,,,,,,,,
Person,887524398320836215,,,,,,,,
Person,1202075423437483514,,,,,,,,
Person,1505723440100812327,,,,,,,,
Person,1314585805228631183,,,,,,,,
Person,1033663551720238308,,,,,,,,
Person,341453093829629054,,,,,,,,
Person,733414353310258350,,,,,,,,
Person,75600717744067434,,,,,,,,
Person,1241021049809745352,,,,,,,,
Person,343852326103315891,,,,,,,,
Person,792181135171511306,,,,,,,,
Person,1448858530557206619,,,,,,,,
Person,755280700304197410,,,,,,,,
Person,736227546259029004,,,,,,,,
Person,175965335145121538,,,,,,,,
Person,521135747235410357,,,,,,,,
Person,1134215659328411067,,,,,,,,
Person,1544510292203224801,,,,,,,,
Person,334181205110332500,,,,,,,,
Person,1422554799065336214,,,,,,,,
Person,1303081114610143745,,,,,,,,
Person,767652424242343948,,,,,,,,
Person,1231241331608252535,,,,,,,,
Person,1327905144507704350,,,,,,,,
Person,706618122951666062,,,,,,,,
Person,752406109877943025,,,,,,,,
Person,636811553980415472,,,,,,,,
Person,777357925315254111,,,,,,,,
Person,729204848616302516,,,,,,,,
Person,643945070557561348,,,,,,,,
Person,531728363314330350,,,,,,,,
Person,1330065010365925334,,,,,,,,
Person,1409636633216025942,,,,,,,,
Person,706629534745193849,,,,,,,,
Person,425701161151842945,,,,,,,,
Person,1355201819326659227,,,,,,,,
Person,24616159585147561,,,,,,,,
Person,369351596055889851,,,,,,,,
Person,137341857100271827,,,,,,,,
Person,611414072953464382,,,,,,,,
Person,246552614207422447,,,,,,,,
Person,81727700092125305,,,,,,,,
Person,172215529952515422,,,,,,,,
Person,1054310236371616090,,,,,,,,
Person,782425133403847590,,,,,,,,
Person,344039421225141251,,,,,,,,
Person,95507940683427245,,,,,,,,
Person,880827610894526044,,,,,,,,
Person,932443252605729063,,,,,,,,
Person,715471531045560522,,,,,,,,
Person,1155450549835243271,,,,,,,,
Person,142517106832251925,,,,,,,,
Person,926310538094811821,,,,,,,,
Person,140222241904114304,,,,,,,,
Person,1252880166536010931,,,,,,,,
Person,102639106592121129,,,,,,,,
Person,423197624927748174,,,,,,,,
Person,705640549314094552,,,,,,,,
Person,179136132015322520,,,,,,,,
Person,173621091011632613,,,,,,,,
Person,1060126403562351234,,,,,,,,
Person,1351424219903474983,,,,,,,,
Person,1455413634053534750,,,,,,,,
Person,166112464161015240,,,,,,,,
Person,1112455063041030315,,,,,,,,
Person,1425603160643260852,,,,,,,,
Person,525357153211275202,,,,,,,,
Person,1001402645875101954,,,,,,,,
Person,1528433214898195151,,,,,,,,
Person,631833143888017105,,,,,,,,
Person,923374290340055148,,,,,,,,
Person,38191536631134993,,,,,,,,
Person,584012302549347536,,,,,,,,
Person,1256772616263724638,,,,,,,,
Person,852354044891666276,,,,,,,,
Person,685284753223282039,,,,,,,,
Person,892275154461109114,,,,,,,,
Person,323810184529334450,,,,,,,,
Person,846153990892220266,,,,,,,,
Person,731328474293225753,,,,,,,,
Person,546572323635402344,,,,,,,,
Person,557251462193020993,,,,,,,,
Person,827226343642282685,,,,,,,,
Person,1513464149713298854,,,,,,,,
Person,958515114215603250,,,,,,,,
Person,1100705342341622459,,,,,,,,
Person,1231257022217473051,,,,,,,,
Person,1127614492121391863,,,,,,,,
Person,1265423094440912824,,,,,,,,
Person,921530041220983515,,,,,,,,
Person,830523815449125263,,,,,,,,
Person,546953136445315851,,,,,,,,
Person,665436359807064220,,,,,,,,
Person,1642129343851287552,,,,,,,,
Person,1234011882947272221,,,,,,,,
Person,820970685491917420,,,,,,,,
Person,212301235050232435,,,,,,,,
Person,316169028113228361,,,,,,,,
Person,101918921332162008,,,,,,,,
Person,253239249223241088,,,,,,,,
Person,551531445487743109,,,,,,,,
Person,856720408551075301,,,,,,,,
Person,1334471003974044190,,,,,,,,
Person,327636745483210690,,,,,,,,
Person,601314441443220798,,,,,,,,
Person,1175834359935549525,,,,,,,,
Person,514463457778231322,,,,,,,,
Person,797937450868566256,,,,,,,,
Person,843155538622599280,,,,,,,,
Person,49545615640502593,,,,,,,,
Person,345001305916348593,,,,,,,,
Person,1361447174637881948,,,,,,,,
Person,839110554326985435,,,,,,,,
Person,131130229137282163,,,,,,,,
Person,1249202345447847955,,,,,,,,
Person,140073064635769160,,,,,,,,
Person,184534776639553125,,,,,,,,
Person,553803557258740835,,,,,,,,
Person,497799953552646419,,,,,,,,
Person,705541374276130540,,,,,,,,
Person,1473433373449464930,,,,,,,,
Person,1271988572312368530,,,,,,,,
Person,403360006010184346,,,,,,,,
Person,715439186308361807,,,,,,,,
Person,634256901199566907,,,,,,,,
Person,673594101834235731,,,,,,,,
Person,923288190736431660,,,,,,,,
Person,535635228509113432,,,,,,,,
Person,731072107134293252,,,,,,,,
Person,1032542732007649561,,,,,,,,
Person,1241191027721356655,,,,,,,,
Person,1333865222762157161,,,,,,,,
Person,1415561471091365432,,,,,,,,
Person,558141528824924612,,,,,,,,
Person,1144339521037799409,,,,,,,,
Person,1125531114302501661,,,,,,,,
Person,1548214313101664601,,,,,,,,
Person,1454206412421251764,,,,,,,,
Person,683234120329824229,,,,,,,,
Person,1555219542625294275,,,,,,,,
Person,968323383225072262,,,,,,,,
Person,851103540160761575,,,,,,,,
Person,564422575337999110,,,,,,,,
Person,666165252954818561,,,,,,,,
Person,1283011743595256263,,,,,,,,
Person,212284534344049241,,,,,,,,
Person,945213623808235523,,,,,,,,
Topic,,,,,,1432632,,51.441944444444,-0.94555555555556
Topic,,,,,,1188786,,33.595722222222,130.21777777778
Topic,,,,,,21848015,,-32.93995,-60.66518
Topic,,,,,,424401,,,
Topic,,,,,,162606,,,
Person,435072554325294532,,,,,,,,
Topic,,,,,,868550,,,
Topic,,,,,,16387,,,
Topic,,,,,,62928,,,
Topic,,,,,,146326,,,
Topic,,,,,,81197,,,
Topic,,,,,,858206,,39.2979,-76.5908
Person,1514022111215974183,,,,,,,,
Person,1276204392516224975,,,,,,,,
Topic,,,,,,197543,,30.263611111111,120.12083333333
Topic,,,,,,337266,,25.04216667,121.61452778
Topic,,,,,,15570,,22.419722222222,114.20679166667
Topic,,,,,,3021766,,39.9219,32.7992
Topic,,,,,,15574,,-34.920666666667,138.60536111111
Topic,,,,,,835960,,-23.559444444444,-46.723888888889
Topic,,,,,,1979891,,38.7336,-9.16028
Topic,,,,,,1274429,,41.791944444444,-87.601666666667
Topic,,,,,,319078,,-37.7963,144.9614
Topic,,,,,,525169,,31.02544,121.4363
Topic,,,,,,1192597,,34.728055555556,135.23472222222
Topic,,,,,,1202039,,51.4248,-0.566731
Topic,,,,,,274486,,35.709202777778,139.71933333333
